,unique_id,F7a,F7bA1,F7cA1,F7d,F7e,F7f,einkommen,F7g,F7h,F7i,F7j,F7k,F7lA1,F7mA1,F7n,F7o,wave_first
1136,IDDE101435,2,85055,56,1,1,1,9,4,1,4,6,1,2,0,2,5,1
1137,IDDE101436,2,19059,53,1,1,1,2,4,1,11,5,1,2,0,8,3,1
1138,IDDE101437,1,28359,51,1,1,1,9,4,4,7,1,1,3,1,1,6,1
1139,IDDE101438,1,72108,29,1,1,1,1,3,13,8,1,6,1,0,1,7,1
1140,IDDE101439,1,50189,45,1,1,1,7,4,1,11,1,4,3,2,9,7,1
1141,IDDE101440,1,78467,40,1,1,1,5,6,11,10,1,2,3,1,1,1,1
1142,IDDE101441,1,67376,52,1,1,1,9,4,1,6,1,1,3,1,2,7,1
1143,IDDE101443,1,40227,24,1,1,1,7,6,5,11,1,6,2,0,1,3,1
1144,IDDE101444,1,28205,33,1,1,1,5,5,6,10,1,6,1,0,9,3,1
1145,IDDE101446,2,10409,34,1,1,1,8,7,5,11,1,2,3,1,2,3,1
1146,IDDE101448,1,60528,45,1,1,1,10,6,1,6,1,5,5,4,9,8,1
1147,IDDE101449,2,12167,72,1,1,1,8,4,1,7,5,1,2,0,2,3,1
1148,IDDE101450,2,76646,31,2,2,2,9,6,7,12,1,1,2,0,6,2,1
1149,IDDE101451,1,74081,31,1,2,2,3,4,6,10,1,1,3,0,10,2,1
1150,IDDE101452,2,21629,54,1,1,1,10,6,10,1,1,8,2,0,9,3,1
1151,IDDE101455,2,83278,75,1,1,1,7,6,10,12,5,1,2,0,1,1,1
1152,IDDE101456,1,13086,23,1,1,1,8,6,1,6,1,6,2,0,9,3,1
1153,IDDE101457,2,55569,33,1,1,1,5,4,1,6,2,1,4,2,2,7,1
1154,IDDE101459,1,44149,19,1,1,1,2,4,2,1,7,6,1,0,1,13,1
1155,IDDE101460,1,6571,23,1,1,1,10,6,1,2,1,6,4,0,9,7,1
1156,IDDE101462,2,18442,43,1,1,1,9,4,1,11,1,1,2,0,9,3,1
1157,IDDE101466,1,21073,38,1,1,1,4,6,12,11,5,6,2,1,9,1,1
1158,IDDE101467,1,71157,29,1,1,1,10,6,7,1,7,6,3,0,1,13,1
1159,IDDE101468,1,96450,32,2,2,2,7,6,11,11,1,1,2,0,9,1,1
1160,IDDE101469,1,85656,23,1,1,1,9,6,6,1,1,6,5,1,1,3,1
1161,IDDE101470,2,22763,26,1,1,1,4,6,11,12,1,6,1,0,9,3,1
1162,IDDE101471,2,71384,55,1,1,1,10,6,1,7,2,1,2,0,2,3,1
1163,IDDE101472,2,75305,31,1,1,1,3,5,5,7,1,1,2,0,2,3,1
1164,IDDE101473,1,4347,23,1,1,1,6,4,1,5,1,6,1,0,9,3,1
1165,IDDE101475,1,45529,35,1,1,1,1,4,1,1,9,6,1,0,1,14,1
1166,IDDE101476,1,83278,23,1,1,1,5,5,10,4,3,6,4,2,5,5,1
1167,IDDE101477,2,25764,67,1,1,1,9,6,10,11,5,1,2,0,2,1,1
1168,IDDE101478,1,14827,59,1,1,1,9,5,1,7,5,1,3,0,9,4,1
1169,IDDE101479,1,59597,57,1,1,1,7,6,10,7,5,1,3,1,9,2,1
1170,IDDE101480,2,78462,25,1,2,1,2,6,7,8,2,6,2,0,7,13,1
1171,IDDE101481,2,76473,53,1,1,1,5,4,1,6,1,4,2,0,1,4,1
1172,IDDE101482,2,86150,68,1,1,1,8,4,1,7,5,1,2,0,2,3,1
1173,IDDE101483,1,68766,58,1,1,1,1,6,9,8,2,4,1,0,9,4,1
1174,IDDE101484,2,6847,70,1,1,1,2,4,1,6,5,1,2,0,9,14,1
1175,IDDE101485,1,30900,49,1,1,1,7,4,1,1,1,1,2,0,9,3,1
1176,IDDE101487,2,90461,31,1,2,2,1,3,1,1,6,2,3,1,2,14,1
1177,IDDE101488,1,4600,45,1,1,1,8,4,1,2,1,1,3,1,9,7,1
1178,IDDE101489,2,51519,44,1,1,1,9,6,13,7,1,1,4,2,9,3,1
1179,IDDE101490,1,31246,24,1,1,1,4,6,7,1,7,6,1,0,1,3,1
1180,IDDE101491,2,14476,29,1,1,1,8,6,1,1,1,6,2,0,9,3,1
1181,IDDE101492,2,68305,61,1,1,1,7,4,1,7,1,3,2,0,9,6,1
1182,IDDE101494,1,12307,72,1,1,1,6,6,10,11,5,1,2,0,2,1,1
1183,IDDE101495,1,71394,57,1,1,1,10,5,3,11,1,1,2,0,1,2,1
1184,IDDE101496,2,97082,77,1,1,1,1,4,15,13,5,1,2,0,1,5,1
1185,IDDE101497,1,40211,66,1,1,1,6,5,2,7,5,1,2,0,9,3,1
1186,IDDE101498,2,95703,73,1,1,1,8,4,1,7,5,1,2,0,2,2,1
1187,IDDE101499,2,35085,70,1,1,1,8,5,5,10,5,1,2,0,9,3,1
1188,IDDE101500,1,23966,39,1,1,1,8,4,1,7,1,6,3,1,9,4,1
1189,IDDE101502,1,76332,55,1,1,1,9,3,1,11,1,1,3,1,1,8,1
1190,IDDE101503,1,1157,67,1,1,1,7,5,5,10,5,1,2,0,9,1,1
1191,IDDE101504,2,26548,71,1,1,1,5,3,1,7,5,4,1,0,9,2,1
1192,IDDE101505,1,13437,59,1,1,1,8,5,1,9,1,1,2,0,2,3,1
1193,IDDE101506,2,81827,44,2,1,2,6,7,11,13,1,4,1,0,7,1,1
1194,IDDE101507,1,27721,74,1,1,1,7,6,13,11,5,1,2,0,2,2,1
1195,IDDE101508,1,59269,41,1,1,1,7,5,4,2,2,1,5,3,1,6,1
1196,IDDE101509,2,83358,65,1,1,1,6,4,1,4,5,3,1,0,9,3,1
1197,IDDE101510,2,90411,48,1,1,1,7,4,1,4,2,1,3,1,1,7,1
1198,IDDE101511,2,52441,41,1,1,1,8,5,1,7,2,1,3,1,1,3,1
1199,IDDE101512,1,10559,60,1,1,1,1,3,1,6,5,6,1,0,9,6,1
1200,IDDE101513,1,90403,55,1,1,1,10,6,3,12,1,1,2,0,2,2,1
1201,IDDE101514,2,1917,47,1,1,1,1,3,10,1,8,1,2,0,9,14,1
1202,IDDE101515,2,29348,49,1,1,1,8,4,1,7,2,1,3,1,2,3,1
1203,IDDE101516,1,85221,68,1,1,1,5,4,1,7,5,1,2,0,1,3,1
1204,IDDE101518,1,26197,34,1,1,1,8,4,1,6,1,6,2,0,9,3,1
1205,IDDE101519,1,89264,68,1,1,1,8,5,3,11,5,5,2,0,1,2,1
1206,IDDE101520,1,79256,26,1,1,1,2,6,1,7,8,6,4,0,9,4,1
1207,IDDE101522,2,87616,26,1,1,1,7,4,1,7,1,6,2,0,1,3,1
1208,IDDE101523,1,21436,53,1,1,1,9,4,15,7,1,4,3,1,2,4,1
1209,IDDE101524,2,72770,62,1,1,1,10,4,1,2,1,1,2,0,9,3,1
1210,IDDE101528,2,61440,42,1,1,1,9,6,11,1,2,2,2,0,8,3,1
1211,IDDE101529,2,34117,25,1,1,1,7,6,15,13,12,8,3,0,10,13,1
1212,IDDE101530,2,42349,36,1,1,1,6,4,1,7,1,1,2,0,2,4,1
1213,IDDE101533,1,24118,22,1,1,1,1,6,1,13,7,6,2,0,2,15,1
1214,IDDE101536,1,1796,72,1,1,1,6,4,15,11,5,1,2,0,9,15,1
1215,IDDE101537,2,66663,79,1,1,1,5,3,1,7,5,1,2,0,1,5,1
1216,IDDE101538,1,1640,46,1,1,1,4,4,1,6,1,1,4,2,9,3,1
1217,IDDE101539,2,96050,67,1,1,1,6,3,1,7,5,1,3,1,9,4,1
1218,IDDE101540,2,6886,59,1,1,1,9,5,15,8,1,3,2,0,9,7,1
1219,IDDE101542,2,67688,40,1,2,2,6,5,15,11,9,1,5,3,2,14,1
1220,IDDE101543,2,1257,72,1,1,1,2,4,15,7,5,4,1,0,9,14,1
1221,IDDE101545,2,16321,49,1,1,1,5,4,1,9,2,1,4,2,3,15,1
1222,IDDE101546,2,81541,42,1,1,1,7,6,12,7,2,1,4,3,1,1,1
1223,IDDE101547,1,63457,56,1,1,1,7,5,5,5,1,6,1,0,2,3,1
1224,IDDE101548,1,45966,31,1,1,1,9,5,5,7,1,8,2,0,9,4,1
1225,IDDE101549,2,45475,45,1,1,1,8,6,13,11,2,1,2,0,2,4,1
1226,IDDE101550,1,41749,37,1,1,1,7,6,12,4,5,3,1,0,8,4,1
1227,IDDE101551,1,47053,40,1,1,1,5,4,1,7,1,1,3,1,1,3,1
1228,IDDE101553,1,87700,67,1,1,1,6,6,7,11,5,1,2,0,1,1,1
1229,IDDE101554,1,83083,30,1,1,1,6,6,1,6,1,6,3,1,9,7,1
1230,IDDE101555,1,63150,66,2,1,1,4,5,1,10,5,6,1,0,1,3,1
1231,IDDE101556,2,54329,33,1,1,1,8,6,11,1,1,1,2,0,9,3,1
1232,IDDE101557,2,1745,24,2,2,2,4,5,3,8,6,1,2,0,6,13,1
1233,IDDE101559,2,68794,57,1,2,1,5,4,1,11,5,1,2,0,1,4,1
1234,IDDE101560,1,90562,50,1,1,1,6,4,1,2,1,1,2,0,2,3,1
1235,IDDE101561,1,94130,61,2,2,2,4,6,1,11,8,6,1,0,9,7,1
1236,IDDE101562,1,70374,75,1,1,1,7,4,1,7,5,1,2,0,2,3,1
1237,IDDE101563,1,74523,44,2,2,2,10,6,7,12,12,1,4,2,1,4,1
1238,IDDE101565,2,46325,37,1,1,1,8,6,4,4,1,6,2,0,10,5,1
1239,IDDE101567,1,47652,39,2,2,2,4,3,1,3,1,1,5,3,2,2,1
1240,IDDE101568,2,48480,37,2,2,2,7,6,11,11,11,1,5,3,2,3,1
1241,IDDE101569,1,88138,73,1,1,1,8,6,3,11,5,1,2,0,1,3,1
1242,IDDE101570,1,65207,66,1,1,1,7,6,10,11,5,1,2,0,10,1,1
1243,IDDE101571,1,51503,85,1,1,1,4,6,11,11,5,1,2,0,2,1,1
1244,IDDE101572,1,84387,59,1,1,1,7,4,5,3,1,1,2,0,1,2,1
1245,IDDE101573,1,22297,59,1,1,1,3,5,2,7,1,6,1,0,2,3,1
1246,IDDE101575,2,86504,49,1,1,2,8,4,15,5,2,1,3,1,9,3,1
1247,IDDE101576,2,1109,55,1,1,1,6,4,6,4,1,1,5,1,10,5,1
1248,IDDE101577,1,21409,55,1,1,2,9,5,1,10,1,1,2,0,9,7,1
1249,IDDE101578,2,6231,62,1,1,1,7,5,11,10,1,4,1,0,9,1,1
1250,IDDE101579,1,26125,43,1,1,1,10,6,10,10,1,6,3,1,2,2,1
1251,IDDE101581,1,82166,77,1,1,1,10,6,10,11,2,1,2,0,9,1,1
1252,IDDE101582,1,44789,59,1,1,1,4,4,9,8,1,1,2,0,1,3,1
1253,IDDE101583,1,55128,67,1,1,1,8,6,7,11,5,1,2,0,1,1,1
1254,IDDE101584,1,42349,63,1,1,1,2,3,1,7,8,6,1,0,9,4,1
1255,IDDE101585,2,44797,65,1,1,1,7,4,6,10,2,3,1,0,9,9,1
1256,IDDE101589,2,51429,30,1,1,1,4,4,7,5,2,2,2,0,10,1,1
1257,IDDE101591,1,50181,62,1,1,1,6,6,10,1,5,3,2,1,2,2,2
1258,IDDE101592,1,95632,39,1,1,1,6,4,15,2,1,1,4,2,9,7,2
1259,IDDE101593,2,66125,32,1,1,1,9,4,1,7,1,1,2,0,9,4,2
1260,IDDE101594,2,76870,22,1,1,1,2,5,15,4,7,6,3,0,1,12,2
1261,IDDE101595,1,24217,69,1,1,1,2,6,10,10,5,3,1,0,9,1,2
1262,IDDE101596,1,13347,73,2,2,2,4,6,10,1,5,4,1,0,9,3,2
1263,IDDE101597,1,85716,21,1,1,1,4,4,1,1,2,8,7,2,2,15,2
1264,IDDE101598,2,14727,56,1,2,1,6,6,13,11,1,1,3,1,9,4,2
1265,IDDE101599,1,70597,67,1,1,1,9,6,10,1,3,1,2,0,2,1,2
1266,IDDE101600,1,22089,75,1,1,1,5,4,14,7,5,1,2,0,2,4,2
1267,IDDE101601,1,32052,58,1,1,1,6,5,1,7,1,6,2,0,9,3,2
1268,IDDE101602,1,22185,54,1,1,1,6,4,1,7,1,1,2,0,9,6,2
1269,IDDE101603,1,16562,60,1,1,1,5,6,1,7,3,1,2,0,10,1,2
1270,IDDE101604,2,21734,24,1,1,1,10,6,7,1,1,6,1,0,9,1,2
1271,IDDE101605,2,91469,60,1,1,1,4,4,1,7,2,4,2,0,9,3,2
1272,IDDE101606,1,12619,18,1,1,1,7,6,13,13,7,6,4,1,10,12,2
1273,IDDE101607,1,10715,29,1,1,1,10,6,1,8,1,1,2,0,9,8,2
1274,IDDE101608,1,14612,26,1,1,1,5,6,7,1,7,6,4,0,9,13,2
1275,IDDE101609,1,56288,42,2,2,2,7,6,10,11,1,1,4,2,9,7,2
1276,IDDE101610,2,12305,73,1,1,1,6,5,1,1,5,5,1,0,2,3,2
1277,IDDE101611,1,63110,34,1,1,1,7,6,2,6,1,6,22,0,9,3,2
1278,IDDE101612,2,10117,46,1,1,1,10,6,10,1,1,6,2,0,2,3,2
1279,IDDE101613,1,9633,67,1,1,1,6,6,8,10,3,1,2,0,2,6,2
1280,IDDE101614,2,96524,48,1,1,1,9,6,1,7,1,1,2,0,2,2,2
1281,IDDE101615,2,10369,44,1,1,1,4,4,1,7,2,1,3,1,9,4,2
1282,IDDE101616,1,63897,25,1,2,1,3,4,1,13,1,6,1,0,10,15,2
1283,IDDE101617,1,13409,58,1,1,1,7,6,11,13,1,1,2,0,9,1,2
1284,IDDE101618,1,73479,54,1,1,1,10,7,11,12,1,1,2,0,2,1,2
1285,IDDE101619,2,21031,70,1,2,1,4,6,1,11,5,5,1,0,9,2,2
1286,IDDE101620,1,44269,60,1,1,1,9,3,1,2,1,1,2,0,2,7,2
1287,IDDE101621,1,30159,65,1,1,1,6,6,9,7,5,1,2,0,9,2,2
1288,IDDE101623,2,55595,48,1,1,1,7,6,10,7,1,4,3,2,1,1,2
1289,IDDE101624,1,47058,49,1,2,1,8,6,10,7,1,1,2,0,9,3,2
1290,IDDE101625,1,41517,19,1,1,1,3,4,1,1,10,1,4,0,1,7,2
1291,IDDE101626,2,81373,47,2,2,2,8,4,15,13,2,1,4,2,4,14,2
1292,IDDE101627,1,95448,51,1,1,1,10,6,10,1,1,2,2,0,9,2,2
1293,IDDE101628,1,45359,47,1,1,1,5,4,1,5,1,6,1,0,9,3,2
1294,IDDE101629,1,81379,66,2,2,2,10,5,9,8,1,1,2,0,1,4,2
1295,IDDE101630,1,40210,35,1,1,1,7,6,13,7,1,1,4,2,9,8,2
1296,IDDE101631,1,1067,22,1,1,1,4,4,15,11,1,6,4,1,10,7,2
1297,IDDE101632,2,71067,61,1,1,1,8,3,1,1,2,1,2,0,2,15,2
1298,IDDE101633,2,22761,41,1,1,1,5,4,1,11,1,4,1,0,2,3,2
1299,IDDE101634,1,44869,59,1,1,1,9,4,1,7,1,1,2,0,9,5,2
1300,IDDE101635,1,33604,33604,1,1,1,2,4,1,8,2,6,1,0,4,14,2
1301,IDDE101636,2,19260,49,1,1,1,7,6,5,8,1,1,3,1,2,2,2
1302,IDDE101637,1,45888,64,1,1,1,9,4,1,7,5,1,2,0,9,4,2
1303,IDDE101638,2,99099,82,1,1,1,2,4,6,10,5,3,1,0,9,3,2
1304,IDDE101639,2,81245,80,1,1,1,10,5,1,7,5,1,4,2,9,2,2
1305,IDDE101640,1,59846,37,1,1,1,9,6,1,7,1,1,4,2,2,4,2
1306,IDDE101641,3,12249,24,1,1,1,10,6,1,4,10,6,3,0,1,5,2
1307,IDDE101642,2,45888,56,1,1,1,8,6,1,11,2,1,4,2,2,1,2
1308,IDDE101643,1,6886,58,1,2,1,1,6,3,8,3,6,1,0,9,1,2
1309,IDDE101644,3,15366,20,2,2,2,3,4,14,5,6,6,1,0,8,5,2
1310,IDDE101645,1,26446,64,1,1,1,5,4,1,7,5,4,2,0,1,2,2
1311,IDDE101646,1,58094,73,1,1,1,10,6,8,7,5,1,2,0,9,3,2
1312,IDDE101647,1,64807,84,1,1,1,7,4,4,7,5,3,1,0,1,4,2
1313,IDDE101648,2,12279,38,2,2,2,3,5,5,12,7,6,3,1,1,1,2
1314,IDDE101649,1,79423,42,1,1,1,5,4,4,6,1,4,1,0,1,8,2
1315,IDDE101650,1,44267,33,1,1,1,10,6,10,10,2,1,6,4,1,1,2
1316,IDDE101651,2,67069,83,1,1,1,1,2,1,1,5,3,1,0,1,14,2
1317,IDDE101652,1,21109,25,1,1,1,5,6,1,7,1,6,4,2,2,3,2
1318,IDDE101653,2,90409,73,1,1,1,3,3,1,7,5,6,1,0,2,3,2
1319,IDDE101654,2,4299,68,1,1,1,4,6,10,12,5,4,2,1,1,15,2
1320,IDDE101655,2,38518,20,1,1,1,3,4,1,2,6,2,3,1,6,14,2
1321,IDDE101656,2,50226,23,1,1,1,8,4,1,4,1,6,3,0,9,5,2
1322,IDDE101657,1,31020,69,1,1,1,5,4,1,7,5,6,1,0,9,9,2
1323,IDDE101658,1,76137,56,1,1,1,7,5,10,6,1,6,1,0,9,3,2
1324,IDDE101659,2,93444,38,1,1,1,4,4,15,9,1,6,2,0,1,7,2
1325,IDDE101660,1,47533,77,1,1,1,10,6,10,11,3,3,1,0,1,2,2
1326,IDDE101661,1,55595,75,1,1,1,6,4,1,7,5,3,1,0,1,3,2
1327,IDDE101662,1,25348,22,1,1,1,3,3,15,6,12,6,2,0,10,15,2
1328,IDDE101663,1,12203,50,1,1,1,9,6,11,1,1,6,1,0,1,2,2
1329,IDDE101664,2,63874,28,1,1,1,10,7,5,1,1,1,2,0,1,3,2
1330,IDDE101665,2,59889,73,1,1,1,7,4,1,7,5,2,2,0,1,3,2
1331,IDDE101666,1,45549,27,1,1,2,6,5,5,7,1,6,1,0,3,3,2
1332,IDDE101667,2,90491,77,1,1,1,2,5,8,11,5,6,1,0,2,14,2
1333,IDDE101668,2,81479,70,1,1,1,5,4,4,8,2,3,1,0,2,5,2
1334,IDDE101669,1,52080,75,1,1,1,8,3,15,6,5,1,2,0,1,7,2
1335,IDDE101670,2,1169,71,1,1,1,3,6,11,11,5,5,1,0,9,1,2
1336,IDDE101671,2,48161,19,1,1,1,1,6,1,1,7,6,2,0,2,1,2
1337,IDDE101673,2,52070,25,1,1,1,2,5,1,8,1,6,1,0,2,3,2
1338,IDDE101674,1,55743,63,1,1,1,10,6,12,1,1,1,2,0,9,2,2
1339,IDDE101675,1,64625,56,1,1,1,6,6,10,13,1,6,2,0,2,1,2
1340,IDDE101676,2,27729,57,1,1,1,2,6,1,7,9,4,2,1,9,3,2
1341,IDDE101677,1,46514,57,1,1,1,8,4,3,7,1,1,4,2,10,8,2
1342,IDDE101678,2,81249,45,2,2,2,5,3,1,1,1,4,3,1,5,15,2
1343,IDDE101679,2,74906,72,1,1,1,9,6,11,13,1,8,2,0,2,15,2
1344,IDDE101680,2,91275,22,1,1,1,10,6,6,1,1,6,3,0,9,3,2
1345,IDDE101681,1,86949,61,1,1,1,5,6,10,11,1,1,3,1,9,1,2
1346,IDDE101682,1,67661,42,1,1,1,7,5,8,11,2,6,1,0,9,4,2
1347,IDDE101683,2,35463,45,2,2,2,8,6,12,13,1,1,2,0,9,2,2
1348,IDDE101684,2,50169,60,1,1,1,8,4,1,7,1,1,2,0,1,3,2
1349,IDDE101685,2,84478,70,1,1,1,6,3,1,8,5,1,2,0,1,15,2
1350,IDDE101686,2,86153,41,1,2,2,9,4,1,9,1,1,3,1,9,3,2
1351,IDDE101687,2,15907,37,1,1,1,5,6,1,4,1,6,2,1,2,5,2
1352,IDDE101688,1,38350,50,1,1,1,1,3,1,11,9,4,1,0,9,7,2
1353,IDDE101689,1,10317,73,1,1,1,4,5,7,8,5,1,2,0,9,1,2
1354,IDDE101690,2,75335,80,1,1,1,5,6,4,8,3,3,1,0,8,1,2
1355,IDDE101691,2,45359,64,1,1,1,8,4,1,7,1,1,2,0,1,3,2
1356,IDDE101692,2,85405,51,1,2,1,6,6,11,9,1,4,1,0,9,2,2
1357,IDDE101693,1,85055,39,1,1,1,8,4,1,1,1,1,4,2,1,4,2
1358,IDDE101694,2,79346,66,1,1,1,6,4,1,6,5,1,2,0,1,4,2
1359,IDDE101695,2,95365,72,1,1,1,2,2,15,1,5,4,1,0,9,15,2
1360,IDDE101696,2,22115,72,1,1,1,8,4,1,1,5,4,2,0,9,8,2
1361,IDDE101697,2,38820,80,1,1,1,3,7,15,7,5,3,1,0,9,3,2
1362,IDDE101698,2,35684,52,1,1,1,3,4,15,7,1,1,2,0,9,9,2
1363,IDDE101699,1,31171,68,1,1,1,6,5,3,13,5,1,2,0,9,1,2
1364,IDDE101700,1,36251,27,1,1,1,3,6,1,13,1,6,1,0,9,3,2
1365,IDDE101701,1,45138,38,1,1,1,1,5,1,7,8,6,1,0,9,15,2
1366,IDDE101702,2,64823,79,1,1,1,1,4,1,7,5,3,1,0,2,3,2
1367,IDDE101703,2,38685,76,1,1,1,1,4,1,7,5,3,1,0,2,15,2
1368,IDDE101704,2,12159,71,1,1,1,8,6,4,8,3,1,2,0,2,1,2
1369,IDDE101705,1,17036,59,1,2,1,2,3,1,8,1,6,1,0,9,6,2
1370,IDDE101706,2,4626,51,1,1,1,2,4,1,7,2,6,1,0,9,3,2
1371,IDDE101707,1,41464,76,1,1,1,6,6,10,13,1,1,2,0,9,1,2
1372,IDDE101708,1,24943,65,1,1,1,9,6,1,7,1,1,2,0,9,2,2
1373,IDDE101709,2,58566,24,1,2,2,8,5,1,2,1,6,2,0,2,3,2
1374,IDDE101710,1,70499,39,2,2,2,8,5,3,6,1,1,3,1,9,8,2
1375,IDDE101711,2,72760,57,1,1,1,2,6,1,1,3,4,2,1,2,1,2
1376,IDDE101712,2,12587,39,1,1,1,9,7,12,8,10,1,3,1,10,1,2
1377,IDDE101713,1,18190,70,1,1,1,7,6,10,13,3,1,2,0,9,1,2
1378,IDDE101714,1,85055,61,1,1,1,6,4,1,7,3,1,3,1,9,4,2
1379,IDDE101715,1,67098,70,1,1,1,7,3,8,2,5,1,2,0,2,7,2
1380,IDDE101716,1,78351,62,1,1,1,8,6,7,11,2,1,2,0,9,1,2
1381,IDDE101717,2,41516,64,1,1,1,5,4,1,2,5,1,2,0,2,15,2
1382,IDDE101718,1,85055,32,1,1,1,5,4,1,5,1,6,2,0,1,3,2
1383,IDDE101719,1,12524,23,1,1,1,6,5,7,6,1,6,1,0,9,3,2
1384,IDDE101720,1,45770,44,1,1,1,5,6,1,11,1,2,3,1,1,4,2
1385,IDDE101721,2,68199,41,2,2,2,2,4,1,9,2,4,2,1,6,15,2
1386,IDDE101722,2,29223,59,1,1,1,8,4,1,7,2,1,2,0,2,5,2
1387,IDDE101723,1,18196,58,1,1,1,5,3,1,6,1,1,2,0,9,4,2
1388,IDDE101724,2,53557,72,1,1,1,4,4,1,11,5,4,1,0,9,3,2
1389,IDDE101725,1,23858,62,1,1,2,7,5,1,8,2,3,4,2,9,7,2
1390,IDDE101726,2,66346,56,1,1,1,8,4,1,6,1,1,2,0,9,4,2
1391,IDDE101727,1,77871,53,1,1,1,10,4,1,4,1,1,2,0,1,7,2
1392,IDDE101728,1,91438,69,1,1,1,6,2,1,7,5,1,2,0,2,7,2
1393,IDDE101729,2,82377,65,1,1,1,6,6,10,11,5,4,1,0,9,1,2
1394,IDDE101730,2,10969,30,1,1,2,2,6,1,1,12,6,1,0,9,15,2
1395,IDDE101731,2,19322,18,1,1,1,1,4,1,1,8,6,1,0,9,7,2
1396,IDDE101732,1,71334,41,1,1,1,10,5,7,7,1,1,3,1,2,3,2
1397,IDDE101733,1,41462,67,1,1,1,1,6,1,1,3,6,1,0,2,1,2
1398,IDDE101734,2,68804,33,2,2,2,7,5,15,2,1,6,2,1,1,3,2
1399,IDDE101735,2,42115,20,1,1,1,1,7,6,9,1,6,4,0,1,4,2
1400,IDDE101736,1,53773,56,1,1,1,2,4,15,6,1,4,1,0,9,7,2
1401,IDDE101737,2,69198,51,1,1,1,1,4,1,9,9,6,1,0,1,15,2
1402,IDDE101738,2,21149,65,1,1,1,2,3,14,11,5,4,1,0,9,3,2
1403,IDDE101739,2,78479,46,1,1,1,10,6,10,1,2,1,5,3,2,3,2
1404,IDDE101740,2,42329,25,1,2,2,4,6,1,1,1,1,2,0,6,13,2
1405,IDDE101741,1,67310,57,1,1,1,10,6,1,7,5,1,3,0,2,3,2
1406,IDDE101742,2,53489,45,1,1,1,10,6,2,5,2,1,3,1,1,3,2
1407,IDDE101743,1,46049,30,1,1,1,9,4,1,5,1,2,2,0,10,3,2
1408,IDDE101744,2,97464,48,1,1,1,1,3,1,4,10,4,1,0,9,5,2
1409,IDDE101745,1,53424,33,1,1,1,3,4,3,3,2,5,3,1,4,2,2
1410,IDDE101746,2,60439,55,1,1,1,8,4,1,7,2,1,2,0,2,6,2
1411,IDDE101747,2,58566,70,1,1,1,6,5,6,10,5,3,1,0,9,5,2
1412,IDDE101748,2,47506,45,1,1,1,4,6,15,7,1,6,1,0,9,3,2
1413,IDDE101749,1,33175,39,1,1,1,9,4,1,7,1,6,2,0,2,3,2
1414,IDDE101750,1,35619,65,1,1,1,4,6,10,11,5,6,1,0,2,1,2
1415,IDDE101751,2,30938,59,1,1,1,8,5,1,10,1,1,2,0,2,5,2
1416,IDDE101752,1,41468,72,1,1,1,5,4,8,6,5,1,2,0,9,7,2
1417,IDDE101753,2,15711,27,2,1,1,4,5,1,3,1,6,2,0,9,1,2
1418,IDDE101754,1,25704,70,1,1,1,7,3,1,6,5,1,3,1,2,14,2
1419,IDDE101755,1,89173,60,1,1,1,9,6,4,11,1,1,2,0,9,1,2
1420,IDDE101756,1,31275,49,1,1,1,9,6,7,2,3,4,1,0,1,2,2
1421,IDDE101757,2,41239,41,2,2,2,2,7,15,13,12,1,6,4,8,14,2
1422,IDDE101758,2,72213,36,2,2,2,5,7,7,13,10,1,3,1,4,1,2
1423,IDDE101759,1,15806,51,1,1,1,1,4,1,6,8,6,1,0,9,7,2
1424,IDDE101760,2,34225,34,1,1,1,7,6,13,7,2,1,3,1,2,3,2
1425,IDDE101761,2,74417,32,1,1,1,4,3,5,7,1,6,2,0,2,3,2
1426,IDDE101762,1,52080,70,1,1,1,7,3,9,6,5,1,2,0,1,7,2
1427,IDDE101763,1,20144,75,1,1,2,2,6,1,1,5,3,1,0,9,1,2
1428,IDDE101764,2,22147,72,1,1,1,2,6,1,11,5,4,1,0,9,3,2
1429,IDDE101765,1,85055,55,1,1,1,9,3,1,4,1,1,5,2,1,7,2
1430,IDDE101766,1,2694,70,1,1,1,8,5,11,10,5,1,2,0,9,15,2
1431,IDDE101767,2,66740,74,1,1,1,4,2,1,1,6,1,2,0,1,4,2
1432,IDDE101768,2,91126,32,1,1,1,5,5,1,7,1,4,2,1,9,3,2
1433,IDDE101769,1,76703,73,1,1,1,7,3,1,6,5,1,3,0,1,3,2
1434,IDDE101770,2,52351,70,1,1,1,4,6,10,11,5,3,2,0,9,4,2
1435,IDDE101771,2,22391,25,1,1,2,8,3,6,4,5,8,6,3,4,3,2
1436,IDDE101772,1,41564,42,1,1,1,9,6,10,1,1,1,5,3,1,2,2
1437,IDDE101773,1,8304,73,1,1,1,5,3,1,8,5,1,2,0,3,15,2
1438,IDDE101774,2,90441,27,1,1,2,8,6,8,1,1,6,2,0,9,1,2
1439,IDDE101775,2,2733,36,1,1,1,2,6,1,4,2,6,1,0,9,5,2
1440,IDDE101776,2,45134,45,1,1,1,10,6,1,7,6,1,5,3,2,3,2
1441,IDDE101777,2,67577,60,1,1,1,8,3,1,7,2,1,2,0,9,8,2
1442,IDDE101778,4,19073,43,1,1,1,6,4,1,11,1,1,5,3,9,4,2
1443,IDDE101779,2,61440,40,1,2,2,5,4,1,8,2,1,4,2,6,15,2
1444,IDDE101780,2,55126,62,1,1,1,1,6,1,7,8,6,1,0,9,3,2
